[[1075   96]] , [[1075   98]]
[[821 120]] , [[821 124]]
[[876 119]] , [[875 120]]
[[403 114]] , [[403 118]]
[[800 120]] , [[800 124]]
[[886 119]] , [[886 123]]
[[970 121]] , [[970 125]]
[[ 35 357]] , [[ 35 361]]
[[ 87 303]] , [[ 87 307]]
[[ 63 307]] , [[ 63 311]]
[[873 307]] , [[873 311]]
[[738 354]] , [[738 358]]
[[669 118]] , [[669 122]]
[[661 118]] , [[661 122]]
[[665 118]] , [[665 122]]
[[903 120]] , [[903 124]]
[[479 453]] , [[478 454]]
[[923 122]] , [[923 126]]
[[741 120]] , [[741 124]]
[[879 120]] , [[879 124]]
[[932 307]] , [[932 312]]
[[874 120]] , [[874 124]]
